Log_ID,Node_ID,Issue_Type,Resolution_Time_Hours,Technician_ID,Type,Region,Latitude,Longitude,Population_Served,Connectivity_Status,Existing_Infrastructure
Log_420,Node_170,Hardware,7.029421407487145,Tech_30,School,Angola,-20.258492329697404,-22.673525843263263,18983,Connected,Yes
Log_421,Node_119,Software,66.18978890905258,Tech_1,School,Antarctica,-81.1325248313502,145.16863609157753,7127,Unconnected,Yes
Log_422,Node_236,Hardware,57.84052682096236,Tech_2,School,Pacific Ocean,-73.12358847225691,123.10775177386272,8948,Unconnected,Yes
Log_423,Node_256,Hardware,74.86274788585149,Tech_3,Government Office,Argentina,-27.38443517338043,-67.84516225363072,9840,Connected,Yes
Log_424,Node_130,Software,31.119781222128037,Tech_4,School,Antarctica,-79.18236319793104,-16.60971875961141,17331,Connected,Yes
Log_425,Node_79,Connectivity,50.11719309361641,Tech_5,Government Office,Pacific Ocean,9.95551696913016,-131.51242754701585,4445,Connected,No
Log_426,Node_150,Connectivity,26.750197991692765,Tech_6,School,Argentina,-41.8312535940036,-68.62517795709955,18267,Connected,Yes
Log_427,Node_85,Hardware,52.00494412022761,Tech_7,School,Pacific Ocean,-1.6592230874113625,-86.51702940781263,2040,Unconnected,Yes
Log_428,Node_265,Software,38.341984471211376,Tech_8,School,Russia,55.76046968697898,130.17851884519695,1557,Connected,Yes
Log_429,Node_294,Hardware,31.016987485718847,Tech_9,Government Office,Pacific Ocean,0.2549942169428618,-85.88244649017491,17791,Unconnected,No
Log_430,Node_188,Hardware,90.72247845821978,Tech_10,Health Center,Pacific Ocean,81.57449093209664,-148.05839123643827,19291,Connected,No
Log_431,Node_146,Hardware,45.03218109400589,Tech_11,Health Center,Pacific Ocean,9.445411114914634,-114.73451678825356,2073,Unconnected,No
Log_432,Node_147,Software,90.31958193110869,Tech_12,Health Center,Russia,82.37293749989342,167.2407598267926,9167,Connected,No
Log_433,Node_67,Hardware,33.7373512413892,Tech_13,Health Center,Russia,76.09116662674631,-171.968029793321,14157,Unconnected,Yes
Log_434,Node_193,Software,45.20918492180404,Tech_14,School,Antarctica,-78.15973453306174,64.86987189688517,19945,Connected,No
Log_435,Node_77,Hardware,93.45719309612224,Tech_15,School,Pacific Ocean,-65.86997394440247,167.2028741199711,11187,Unconnected,Yes
Log_436,Node_107,Hardware,7.716740175559361,Tech_16,School,Pacific Ocean,-19.243805553935687,160.32732888447435,7864,Connected,Yes
Log_437,Node_265,Software,30.039161650622567,Tech_17,School,Russia,55.76046968697898,130.17851884519695,1557,Connected,Yes
Log_438,Node_9,Software,79.95235198915174,Tech_18,School,South Atlantic Ocean,-43.492342831069685,-29.178955428981283,13261,Unconnected,Yes
Log_439,Node_202,Connectivity,16.86339482328511,Tech_19,Health Center,South Africa,-60.87170020687084,26.01238935132088,6849,Unconnected,Yes
Log_440,Node_12,Software,87.80690110111257,Tech_20,Health Center,Antarctica,-67.44400430545093,90.978058959608,4291,Connected,No
Log_441,Node_142,Connectivity,86.62076899467795,Tech_21,School,Indian Ocean,-37.75732826228493,90.48392345403158,19848,Unconnected,Yes
Log_442,Node_51,Software,23.2308065064215,Tech_22,Health Center,Greenland,77.69676721734211,-61.87462744439159,4580,Connected,Yes
Log_443,Node_5,Software,37.603678324362335,Tech_23,School,China,38.264492603635375,99.09352843917505,2523,Unconnected,No
Log_444,Node_293,Connectivity,9.735847993205931,Tech_24,School,Antarctica,-78.43779280352578,-34.739941296151216,596,Connected,Yes
Log_445,Node_32,Connectivity,49.54464498966144,Tech_25,Government Office,United States,33.24505330201585,-177.267446031494,10943,Connected,Yes
Log_446,Node_280,Software,2.254714544091628,Tech_26,Health Center,Russia,82.91383091882736,35.54884405767214,16287,Unconnected,No
Log_447,Node_222,Software,38.10539283726231,Tech_27,Government Office,Antarctica,-70.05060507109938,40.72433656593108,17511,Connected,No
Log_448,Node_213,Connectivity,18.13442207471433,Tech_28,School,Greenland,71.48261638133991,-74.2500603793441,16817,Unconnected,Yes
Log_449,Node_6,Hardware,45.477101993941226,Tech_29,Health Center,South Atlantic Ocean,-43.697063435980745,-12.675467669413166,11704,Connected,No
Log_450,Node_166,Connectivity,91.2570982360932,Tech_30,School,Australia,-27.31682416874095,133.46636093231484,7721,Connected,Yes
Log_451,Node_184,Hardware,78.63233988544609,Tech_1,School,Greenland,87.20961964513177,-64.3267125035111,5378,Connected,No
Log_452,Node_215,Hardware,9.408953133185404,Tech_2,Health Center,Argentina,-45.80796844349493,-62.00394249213494,16320,Connected,Yes
Log_453,Node_102,Hardware,57.50534969850884,Tech_3,Health Center,Greenland,72.1752685983466,-24.83320849855096,18972,Unconnected,Yes
Log_454,Node_224,Hardware,51.043355392244976,Tech_4,Health Center,Pacific Ocean,-38.79671036572147,-101.2899074987608,10830,Unconnected,Yes
Log_455,Node_263,Software,9.638126349504756,Tech_5,School,Canada,58.66429849314429,-44.3155769694564,9261,Unconnected,Yes
Log_456,Node_4,Software,20.91943330636448,Tech_6,School,Iceland,66.46861385331204,-18.50623492214672,2472,Connected,Yes
Log_457,Node_202,Connectivity,82.45484420775068,Tech_7,Health Center,South Africa,-60.87170020687084,26.01238935132088,6849,Unconnected,Yes
Log_458,Node_135,Hardware,54.65794442264252,Tech_8,School,Greenland,83.93138397387173,-109.5014593564704,15790,Unconnected,Yes
Log_459,Node_91,Software,30.26311397520756,Tech_9,School,Pacific Ocean,2.899866945744975,-171.36604698901772,12507,Connected,Yes
Log_460,Node_254,Connectivity,9.90949232552447,Tech_10,School,China,41.92949813579765,120.2987570884988,18504,Connected,No
Log_461,Node_4,Hardware,13.506488645567872,Tech_11,School,Iceland,66.46861385331204,-18.50623492214672,2472,Connected,Yes
Log_462,Node_13,Software,81.54223630154615,Tech_12,School,Philippines,13.735478046923802,115.23496470311328,18912,Unconnected,No
Log_463,Node_89,Connectivity,77.28458530234052,Tech_13,School,Ukraine,49.1390730375025,33.948883726432285,8631,Unconnected,Yes
Log_464,Node_227,Hardware,68.30539878818853,Tech_14,Health Center,Antarctica,-71.76688236531375,170.32746347700896,19785,Connected,No
Log_465,Node_179,Hardware,42.88349422878422,Tech_15,School,Chile,-72.20089382349616,-30.59671559486412,10076,Connected,Yes
Log_466,Node_61,Hardware,26.77671507624439,Tech_16,School,Antarctica,-78.08400202371811,-49.18326941276945,249,Unconnected,Yes
Log_467,Node_129,Hardware,83.56119992758663,Tech_17,School,Atlantic Ocean,28.270821397349096,-2.181569237418074,18650,Connected,No
Log_468,Node_69,Hardware,65.50571058890274,Tech_18,School,Arctic Ocean,87.54526977355525,-127.45780998807156,19525,Connected,Yes
Log_469,Node_36,Connectivity,78.3588760495246,Tech_19,School,Antarctica,-71.25946604450195,111.39615690856004,5932,Connected,Yes
Log_470,Node_34,Software,62.715359266026205,Tech_20,Government Office,Canada,77.90136032400798,-131.02613757716884,17113,Connected,Yes
Log_471,Node_134,Hardware,56.40512117478693,Tech_21,School,Atlantic Ocean,37.28216593734223,-62.62905180420072,6013,Unconnected,No
Log_472,Node_237,Hardware,1.537112254047591,Tech_22,School,Pacific Ocean,76.41947315289357,-174.25096704717444,15792,Connected,Yes
Log_473,Node_230,Hardware,87.3533146372072,Tech_23,School,Kazakhstan,62.073017520673545,78.5726378711991,4671,Connected,Yes
Log_474,Node_172,Software,27.52007508648945,Tech_24,Health Center,South Africa,-46.3372922079296,82.70497902125703,812,Connected,No
Log_475,Node_276,Software,33.10904046549225,Tech_25,Health Center,Turkey,42.4109821030961,28.76270182410792,15700,Connected,No
Log_476,Node_95,Hardware,35.80473564794942,Tech_26,Health Center,Atlantic Ocean,9.94679041298103,-46.68386611218728,18313,Unconnected,Yes
Log_477,Node_274,Hardware,65.56058072772755,Tech_27,Health Center,Indian Ocean,-19.70300444163179,86.63593821347871,17626,Connected,Yes
Log_478,Node_112,Hardware,95.43272731664692,Tech_28,School,United States,40.20322706727271,-101.50118497204816,19288,Connected,Yes
Log_479,Node_85,Hardware,43.03880012803064,Tech_29,School,Pacific Ocean,-1.6592230874113625,-86.51702940781263,2040,Unconnected,Yes
Log_480,Node_55,Connectivity,86.40952170854996,Tech_30,Health Center,France,45.159485982213454,3.810192142254635,16295,Unconnected,No
Log_481,Node_116,Connectivity,56.54079764684417,Tech_1,Government Office,Antarctica,-86.37379544377701,83.05013713529672,15107,Connected,Yes
Log_482,Node_190,Connectivity,64.36530270666623,Tech_2,School,Antarctica,-83.3273886664775,-144.84455635293637,15939,Connected,Yes
Log_483,Node_117,Connectivity,65.50302825956841,Tech_3,School,United States,39.25461792026189,-78.98885932226598,8055,Connected,Yes
Log_484,Node_18,Software,47.886499035465526,Tech_4,School,Norway,80.08107941117211,-1.9900868651535573,7327,Connected,No
Log_485,Node_247,Software,94.2355696219752,Tech_5,School,Antarctica,-89.71324624638223,92.5331668945559,10599,Connected,Yes
Log_486,Node_85,Software,44.40232618668416,Tech_6,School,Pacific Ocean,-1.6592230874113625,-86.51702940781263,2040,Unconnected,Yes
Log_487,Node_10,Software,45.07167829382932,Tech_7,Health Center,Russia,83.25545023596217,110.66448755210403,3207,Connected,Yes
Log_488,Node_71,Software,74.63356909827802,Tech_8,School,Antarctica,-87.05898844457309,-69.43564472409908,2065,Connected,Yes
Log_489,Node_24,Software,61.35718402523154,Tech_9,Health Center,Atlantic Ocean,28.56206193057244,-37.14903879629094,14714,Connected,Yes
Log_490,Node_263,Software,52.388492552642624,Tech_10,School,Canada,58.66429849314429,-44.3155769694564,9261,Unconnected,Yes
Log_491,Node_243,Hardware,76.07302904004779,Tech_11,Health Center,Canada,65.4095106834832,-78.10139036253065,18998,Connected,No
Log_492,Node_299,Software,81.1057861206047,Tech_12,Health Center,Atlantic Ocean,34.75244945934881,-17.28989132576035,1767,Connected,Yes
Log_493,Node_296,Software,87.98705422475003,Tech_13,School,China,43.02883803069082,101.68278534109078,1845,Connected,No
Log_494,Node_289,Hardware,82.51287151167189,Tech_14,School,Pacific Ocean,-10.087498868438589,-160.51493037922182,17106,Connected,Yes
Log_495,Node_84,Hardware,63.10563025375428,Tech_15,School,Antarctica,-74.89350619500534,100.72328451597195,5778,Connected,Yes
Log_496,Node_165,Connectivity,74.65822414971187,Tech_16,School,Australia,-42.83943823369546,136.2490372091193,16514,Unconnected,No
Log_497,Node_77,Software,65.50355538410975,Tech_17,School,Pacific Ocean,-65.86997394440247,167.2028741199711,11187,Unconnected,Yes
Log_498,Node_18,Hardware,37.7320037586682,Tech_18,School,Norway,80.08107941117211,-1.9900868651535573,7327,Connected,No
Log_499,Node_272,Hardware,53.70807046128407,Tech_19,School,Algeria,26.458309394054357,2.4729093594201004,5353,Unconnected,Yes
Log_500,Node_144,Software,24.99858425072047,Tech_20,School,Russia,89.70849686568957,15.174410058687243,3763,Connected,Yes
Log_501,Node_27,Hardware,61.956839088875086,Tech_21,Health Center,South Atlantic Ocean,-32.70759673728293,-34.898781814565496,3089,Connected,Yes
Log_502,Node_64,Hardware,14.456104489325998,Tech_22,School,Antarctica,-74.653258216328,33.56714411201784,8322,Connected,Yes
Log_503,Node_256,Hardware,25.962660139178663,Tech_23,Government Office,Argentina,-27.38443517338043,-67.84516225363072,9840,Connected,Yes
Log_504,Node_210,Hardware,78.70719601427845,Tech_24,Government Office,Russia,78.02698167175006,22.35817066930329,6595,Connected,No
Log_505,Node_121,Software,1.9997008093925523,Tech_25,Health Center,Namibia,-22.98245170515904,18.591951365627693,8000,Connected,Yes
Log_506,Node_235,Hardware,52.75410097641537,Tech_26,Government Office,Pacific Ocean,-76.16926287337357,-163.06096687542117,17127,Connected,Yes
Log_507,Node_80,Hardware,91.40371232357,Tech_27,School,South Atlantic Ocean,-58.394940366575824,46.66813165846435,5065,Unconnected,Yes
Log_508,Node_116,Software,14.594407204603982,Tech_28,Government Office,Antarctica,-86.37379544377701,83.05013713529672,15107,Connected,Yes
Log_509,Node_248,Hardware,47.4380109413026,Tech_29,Government Office,Russia,58.9998900857124,177.7248593062135,9397,Connected,Yes
Log_510,Node_279,Hardware,89.26804297007551,Tech_30,School,Russia,68.80042375211701,122.868314989836,15152,Unconnected,Yes
Log_511,Node_153,Hardware,61.872191378594046,Tech_1,School,Angola,-15.768369675970078,18.527810417217296,18253,Connected,Yes
Log_512,Node_141,Hardware,57.72756745727356,Tech_2,Government Office,Antarctica,-71.3050326953706,85.53342344265991,11785,Connected,No
Log_513,Node_203,Hardware,14.649512568276023,Tech_3,School,India,3.8960286242525513,71.96470585981419,14319,Connected,Yes
Log_514,Node_216,Connectivity,2.3710129278809413,Tech_4,School,Uruguay,-33.66334780865539,-56.68160972503337,1547,Connected,Yes
Log_515,Node_183,Software,29.98204960250211,Tech_5,School,Russia,76.45487525594322,99.76882263560714,9766,Connected,Yes
Log_516,Node_60,Hardware,10.073165262945809,Tech_6,School,Myanmar,20.95930402548359,98.20553071564854,16479,Connected,Yes
Log_517,Node_155,Software,72.4374732977115,Tech_7,Health Center,South Atlantic Ocean,-61.67532733433049,34.13844427713951,16239,Unconnected,Yes
Log_518,Node_164,Hardware,87.66143763747087,Tech_8,School,Antarctica,-86.76891453596178,-71.24452899525974,14482,Unconnected,Yes
Log_519,Node_45,Connectivity,20.443106393987403,Tech_9,School,Pacific Ocean,-47.72551359402648,165.61048759650777,903,Connected,Yes
Log_520,Node_179,Hardware,13.283840696723397,Tech_10,School,Chile,-72.20089382349616,-30.59671559486412,10076,Connected,Yes
Log_521,Node_216,Hardware,8.009306445777035,Tech_11,School,Uruguay,-33.66334780865539,-56.68160972503337,1547,Connected,Yes
Log_522,Node_56,Connectivity,90.05191410023079,Tech_12,School,Chile,-48.43310385779449,-72.18533465390234,18780,Connected,No
Log_523,Node_64,Hardware,87.15857057453427,Tech_13,School,Antarctica,-74.653258216328,33.56714411201784,8322,Connected,Yes
Log_524,Node_150,Hardware,88.81283742653841,Tech_14,School,Argentina,-41.8312535940036,-68.62517795709955,18267,Connected,Yes
Log_525,Node_185,Software,42.50002889153453,Tech_15,Health Center,India,20.921208660930983,61.58815066761227,10972,Connected,Yes
Log_526,Node_9,Hardware,29.652642525907822,Tech_16,School,South Atlantic Ocean,-43.492342831069685,-29.178955428981283,13261,Unconnected,Yes
Log_527,Node_106,Connectivity,58.75898934252093,Tech_17,Health Center,Indian Ocean,-11.656310252147009,46.544111301465534,5544,Unconnected,Yes
Log_528,Node_138,Connectivity,8.409507114819462,Tech_18,Government Office,Democratic Republic of the Congo,-6.718761068232624,21.57176530069032,7941,Unconnected,Yes
Log_529,Node_256,Connectivity,83.61634498859283,Tech_19,Government Office,Argentina,-27.38443517338043,-67.84516225363072,9840,Connected,Yes
Log_530,Node_157,Connectivity,20.880252892956364,Tech_20,School,Pacific Ocean,4.827651211612761,135.44694332959455,5410,Connected,Yes
Log_531,Node_106,Hardware,32.78094324560512,Tech_21,Health Center,Indian Ocean,-11.656310252147009,46.544111301465534,5544,Unconnected,Yes
Log_532,Node_118,Software,31.0563947958204,Tech_22,Health Center,Pacific Ocean,-6.9113476328194565,-105.35834756557853,16516,Connected,No
Log_533,Node_150,Hardware,22.92668737716653,Tech_23,School,Argentina,-41.8312535940036,-68.62517795709955,18267,Connected,Yes
Log_534,Node_104,Hardware,16.881536400115003,Tech_24,School,United States,47.43267262369238,-122.28183013578024,16378,Unconnected,Yes
Log_535,Node_59,Hardware,71.82529197644364,Tech_25,School,Philippines,11.52666426484508,130.3924036989309,5034,Unconnected,No
Log_536,Node_288,Hardware,82.15813300744789,Tech_26,School,Brazil,-11.393195235640476,-62.63706534880413,1944,Connected,Yes
Log_537,Node_41,Hardware,47.91130034272104,Tech_27,School,Canada,54.34938897361624,-114.01916764675116,16696,Connected,Yes
Log_538,Node_104,Software,94.58305374548956,Tech_28,School,United States,47.43267262369238,-122.28183013578024,16378,Unconnected,Yes
Log_539,Node_233,Hardware,78.07960100724047,Tech_29,Health Center,Russia,68.16318460556602,24.63432013704121,14873,Connected,Yes
Log_540,Node_274,Hardware,80.92903547251736,Tech_30,Health Center,Indian Ocean,-19.70300444163179,86.63593821347871,17626,Connected,Yes
Log_541,Node_155,Software,93.18986384837208,Tech_1,Health Center,South Atlantic Ocean,-61.67532733433049,34.13844427713951,16239,Unconnected,Yes
Log_542,Node_217,Software,35.080115589576444,Tech_2,Government Office,South Africa,-55.17351407891855,19.76943979872712,12311,Connected,Yes
Log_543,Node_241,Hardware,8.236327345694122,Tech_3,School,Pacific Ocean,-24.43816443033289,-166.85897682734398,14971,Connected,Yes
Log_544,Node_84,Software,46.10899251440712,Tech_4,School,Antarctica,-74.89350619500534,100.72328451597195,5778,Connected,Yes
Log_545,Node_123,Hardware,26.107957934602524,Tech_5,School,Pacific Ocean,-70.45051148154049,177.43794416351892,5150,Connected,Yes
Log_546,Node_142,Hardware,93.0682197143707,Tech_6,School,Indian Ocean,-37.75732826228493,90.48392345403158,19848,Unconnected,Yes
Log_547,Node_18,Connectivity,58.06449324032207,Tech_7,School,Norway,80.08107941117211,-1.9900868651535573,7327,Connected,No
Log_548,Node_207,Hardware,42.78905877657392,Tech_8,School,South Africa,-52.50388064867988,33.267582557818855,11808,Connected,Yes
Log_549,Node_103,Connectivity,62.059607916698056,Tech_9,School,Russia,75.54156776760342,156.00215852304927,7172,Unconnected,Yes
Log_550,Node_258,Connectivity,54.12849176708038,Tech_10,School,Australia,-43.65414831533983,117.59028264930488,4763,Connected,Yes
Log_551,Node_259,Hardware,19.18206201537273,Tech_11,School,Greenland,73.3882152385182,-80.75979663179534,10312,Connected,Yes
Log_552,Node_80,Connectivity,33.469776132620034,Tech_12,School,South Atlantic Ocean,-58.394940366575824,46.66813165846435,5065,Unconnected,Yes
Log_553,Node_148,Software,75.7988628907523,Tech_13,Health Center,Pacific Ocean,-65.87570977798126,-178.34463773059431,11419,Connected,Yes
Log_554,Node_15,Hardware,66.04733414815398,Tech_14,Health Center,Russia,75.9298216951264,85.44717658889317,5767,Connected,Yes
Log_555,Node_161,Software,56.18589067426903,Tech_15,School,Argentina,-45.34505122153871,-61.65917609695924,7724,Connected,Yes
Log_556,Node_263,Connectivity,90.11887725847998,Tech_16,School,Canada,58.66429849314429,-44.3155769694564,9261,Unconnected,Yes
Log_557,Node_161,Hardware,55.926529295344736,Tech_17,School,Argentina,-45.34505122153871,-61.65917609695924,7724,Connected,Yes
Log_558,Node_162,Hardware,26.023328891188196,Tech_18,Government Office,Cuba,19.12487630479258,-76.30273534881292,10575,Connected,Yes
Log_559,Node_50,Hardware,48.09966843487565,Tech_19,School,Atlantic Ocean,13.06353384499252,-12.407162056834466,3135,Connected,Yes
Log_560,Node_162,Connectivity,51.18919050998635,Tech_20,Government Office,Cuba,19.12487630479258,-76.30273534881292,10575,Connected,Yes
Log_561,Node_228,Software,43.34061656725715,Tech_21,Government Office,Russia,62.96207734350807,136.69193715630308,7589,Unconnected,No
Log_562,Node_193,Hardware,55.04579111633931,Tech_22,School,Antarctica,-78.15973453306174,64.86987189688517,19945,Connected,No
Log_563,Node_137,Hardware,26.521328418651585,Tech_23,Health Center,South Atlantic Ocean,-58.47448531193138,-59.69101149341982,4454,Connected,Yes
Log_564,Node_112,Hardware,76.96245662400175,Tech_24,School,United States,40.20322706727271,-101.50118497204816,19288,Connected,Yes
Log_565,Node_268,Connectivity,83.96866919651542,Tech_25,School,Brazil,-12.435548372787052,-46.90759230355076,9083,Connected,Yes
Log_566,Node_151,Hardware,60.4557512354646,Tech_26,Health Center,Indian Ocean,-57.41197652418311,131.13224276700362,15143,Unconnected,No
Log_567,Node_24,Hardware,21.731207441783727,Tech_27,Health Center,Atlantic Ocean,28.56206193057244,-37.14903879629094,14714,Connected,Yes
Log_568,Node_298,Hardware,60.86328762211432,Tech_28,Government Office,Pacific Ocean,-20.039183097846333,-112.77744121512096,5989,Connected,Yes
Log_569,Node_4,Hardware,18.97953436776785,Tech_29,School,Iceland,66.46861385331204,-18.50623492214672,2472,Connected,Yes
Log_570,Node_172,Connectivity,27.380480001330387,Tech_30,Health Center,South Africa,-46.3372922079296,82.70497902125703,812,Connected,No
Log_571,Node_70,Connectivity,22.85397223855507,Tech_1,Health Center,Pacific Ocean,0.3028851995330086,-163.62076640853672,18999,Connected,No
Log_572,Node_190,Hardware,74.80150955196338,Tech_2,School,Antarctica,-83.3273886664775,-144.84455635293637,15939,Connected,Yes
Log_573,Node_163,Connectivity,62.41519646824567,Tech_3,School,Canada,63.01842322888788,-135.40201421854346,5826,Unconnected,Yes
Log_574,Node_94,Software,49.17595474714228,Tech_4,School,Pacific Ocean,-45.35912575242565,-161.87896357457296,15592,Connected,No
Log_575,Node_136,Software,11.689093033959317,Tech_5,Health Center,Russia,65.46915438091713,153.2036071632391,1054,Connected,No
Log_576,Node_278,Software,4.8389290172431565,Tech_6,School,Australia,-40.34636862919178,122.40202192022316,9329,Connected,Yes
Log_577,Node_41,Software,13.909607571347218,Tech_7,School,Canada,54.34938897361624,-114.01916764675116,16696,Connected,Yes
Log_578,Node_65,Software,79.94400533468728,Tech_8,School,Indian Ocean,4.540017430789277,77.58215480031038,5004,Unconnected,No
Log_579,Node_236,Connectivity,26.29677807672123,Tech_9,School,Pacific Ocean,-73.12358847225691,123.10775177386272,8948,Unconnected,Yes
Log_580,Node_300,Hardware,26.27764889736973,Tech_10,Health Center,Central African Republic,5.230587247833824,15.780893445280071,16420,Unconnected,Yes
Log_581,Node_98,Connectivity,79.40880548804046,Tech_11,School,Indian Ocean,-11.150002573200725,55.34217574090755,11701,Unconnected,Yes
Log_582,Node_184,Hardware,42.79453228809866,Tech_12,School,Greenland,87.20961964513177,-64.3267125035111,5378,Connected,No
Log_583,Node_99,Software,43.76300821835983,Tech_13,Government Office,South Atlantic Ocean,-60.133439007807766,0.9180440178710968,17113,Connected,Yes
Log_584,Node_144,Hardware,75.86373718771999,Tech_14,School,Russia,89.70849686568957,15.174410058687243,3763,Connected,Yes
Log_585,Node_285,Software,23.74295637884597,Tech_15,School,Atlantic Ocean,-7.74533073802624,0.6818793451676584,15842,Unconnected,No
Log_586,Node_150,Connectivity,43.71471375995292,Tech_16,School,Argentina,-41.8312535940036,-68.62517795709955,18267,Connected,Yes
Log_587,Node_92,Software,5.324232487082052,Tech_17,School,Sudan,17.77883847232839,37.63365910922786,15148,Connected,Yes
Log_588,Node_196,Hardware,86.7570387820225,Tech_18,School,Atlantic Ocean,32.88556685440419,-39.87855558436769,2023,Unconnected,No
Log_589,Node_265,Software,51.01602703285205,Tech_19,School,Russia,55.76046968697898,130.17851884519695,1557,Connected,Yes
Log_590,Node_105,Software,64.55815377097483,Tech_20,Health Center,Atlantic Ocean,31.62583558297669,-22.555525597318905,4486,Unconnected,Yes
Log_591,Node_286,Connectivity,34.08421478654023,Tech_21,Government Office,Russia,75.07336310169893,90.2750047688246,8936,Connected,Yes
Log_592,Node_192,Software,32.25743345362099,Tech_22,School,Greenland,79.4978724896371,-67.57333344452375,17638,Connected,Yes
Log_593,Node_4,Connectivity,52.18616186376424,Tech_23,School,Iceland,66.46861385331204,-18.50623492214672,2472,Connected,Yes
Log_594,Node_240,Software,33.80715297278106,Tech_24,Health Center,Pacific Ocean,-28.93656328192752,-118.68207325719612,2577,Unconnected,Yes
Log_595,Node_239,Connectivity,7.718420388467526,Tech_25,School,Russia,61.59205688984531,167.5798459764324,12141,Connected,Yes
Log_596,Node_258,Hardware,1.8123329328282969,Tech_26,School,Australia,-43.65414831533983,117.59028264930488,4763,Connected,Yes
Log_597,Node_58,Software,33.45625943816612,Tech_27,Health Center,Mexico,20.36476208167994,-108.57113978669008,7585,Connected,Yes
Log_598,Node_225,Software,14.73648060498613,Tech_28,Health Center,Indian Ocean,-0.1571982543274259,82.71688350850809,10828,Connected,Yes
Log_599,Node_195,Hardware,45.97497534790601,Tech_29,School,Antarctica,-78.01576183337286,-48.48389691629035,9534,Connected,Yes
Log_600,Node_123,Hardware,83.35332806963099,Tech_30,School,Pacific Ocean,-70.45051148154049,177.43794416351892,5150,Connected,Yes
Log_601,Node_5,Software,62.81722174045656,Tech_1,School,China,38.264492603635375,99.09352843917505,2523,Unconnected,No
Log_602,Node_289,Hardware,13.875842369600925,Tech_2,School,Pacific Ocean,-10.087498868438589,-160.51493037922182,17106,Connected,Yes
Log_603,Node_19,Software,48.31158064504255,Tech_3,Health Center,Indian Ocean,-33.30179268551746,81.81633110628297,4777,Connected,Yes
Log_604,Node_62,Software,72.97019147483637,Tech_4,School,Indian Ocean,-17.545657449494797,75.72125935993671,5106,Connected,Yes
Log_605,Node_280,Software,73.56175128888225,Tech_5,Health Center,Russia,82.91383091882736,35.54884405767214,16287,Unconnected,No
Log_606,Node_185,Connectivity,62.05811893911579,Tech_6,Health Center,India,20.921208660930983,61.58815066761227,10972,Connected,Yes
Log_607,Node_133,Hardware,1.2741571212556893,Tech_7,School,Canada,60.54208893606631,-125.87744688226026,4514,Connected,No
Log_608,Node_228,Software,21.142081221554832,Tech_8,Government Office,Russia,62.96207734350807,136.69193715630308,7589,Unconnected,No
Log_609,Node_278,Hardware,82.99167574385648,Tech_9,School,Australia,-40.34636862919178,122.40202192022316,9329,Connected,Yes
Log_610,Node_30,Hardware,77.94308626255906,Tech_10,Health Center,Peru,-14.595860089478094,-72.53804127696715,16952,Connected,No
Log_611,Node_38,Hardware,21.394533661658908,Tech_11,School,Myanmar,13.572875711479597,95.77261580035082,10516,Unconnected,Yes
Log_612,Node_234,Software,78.58874550782654,Tech_12,Health Center,Canada,60.52380532629792,-101.1273044141386,15119,Connected,Yes
Log_613,Node_94,Hardware,33.52767427037815,Tech_13,School,Pacific Ocean,-45.35912575242565,-161.87896357457296,15592,Connected,No
Log_614,Node_3,Hardware,94.19103977658988,Tech_14,School,Russia,58.4479846877519,165.41787174020214,573,Connected,No
Log_615,Node_137,Software,70.2213115888408,Tech_15,Health Center,South Atlantic Ocean,-58.47448531193138,-59.69101149341982,4454,Connected,Yes
Log_616,Node_269,Hardware,75.47014280764294,Tech_16,Government Office,Portugal,49.24631608934431,-21.555268454963112,16803,Connected,Yes
Log_617,Node_212,Hardware,90.9824962218992,Tech_17,School,Antarctica,-80.03471977867927,93.72193013289888,3551,Connected,Yes
Log_618,Node_243,Hardware,19.92308714877232,Tech_18,Health Center,Canada,65.4095106834832,-78.10139036253065,18998,Connected,No
Log_619,Node_194,Connectivity,29.116857442375995,Tech_19,Health Center,Ireland,54.323035740129455,-14.450367837380128,18465,Connected,Yes
Log_620,Node_117,Software,24.324132424178448,Tech_20,School,United States,39.25461792026189,-78.98885932226598,8055,Connected,Yes
Log_621,Node_124,Hardware,11.6147971041342,Tech_21,School,Antarctica,-76.74784668377085,42.350350826034855,19560,Connected,Yes
Log_622,Node_28,Software,38.89574285005686,Tech_22,School,South Atlantic Ocean,-69.09277668767005,-36.542922377290125,11306,Connected,Yes
Log_623,Node_287,Connectivity,36.7007201693085,Tech_23,Health Center,Pacific Ocean,-43.85922672729572,165.90293851362276,5785,Unconnected,Yes
Log_624,Node_44,Connectivity,24.364812807824155,Tech_24,Health Center,Russia,47.91447305459991,136.01704201686863,1094,Connected,Yes
Log_625,Node_193,Hardware,80.82676815475713,Tech_25,School,Antarctica,-78.15973453306174,64.86987189688517,19945,Connected,No
Log_626,Node_22,Software,54.84521220819738,Tech_26,School,Democratic Republic of the Congo,-9.401139964029468,25.70423899300636,17342,Unconnected,Yes
Log_627,Node_289,Connectivity,3.412476166455561,Tech_27,School,Pacific Ocean,-10.087498868438589,-160.51493037922182,17106,Connected,Yes
Log_628,Node_272,Connectivity,14.665730954791488,Tech_28,School,Algeria,26.458309394054357,2.4729093594201004,5353,Unconnected,Yes
Log_629,Node_288,Hardware,57.380035504307685,Tech_29,School,Brazil,-11.393195235640476,-62.63706534880413,1944,Connected,Yes
